name,whisky_type,volume(cl),alcohol(%),alcohol_density,price(£),price_per_cl,style_body,style_richness,style_smoke,style_sweetness,country,region,casktype,cask_group,bottler,bottler_group,is_independent,colouring,age,vintage,bottling_decade,is_vintage,has_age,has_bottling_decade,is_nas,characters,nose,palate,finish,food_paring,reviews,is_no_note,url,strong_smoke,style_missing,flavour_note,smoky_family,fruity_family,floral_family,herbal_family,sweet_family,nutty_family,spicy_family,woody_family,earthy_family,malty_family,creamy_family,wine_family,marine_family,other_family,body_tag,richness_tag,smoke_tag,sweetness_tag,flavour_pattern,family_combo,F1,F2
Miltonduff 10 Year OldSherry Cask G&M Discovery Range,single malt,70.0,43.0,3010.0,48.95,0.6992857142857143,4.0,4.0,0.0,3.0,scotland,speyside,sherry,sherry,gordon & macphail,gordon & macphail,1,Unknown,10.0,,,0,1,0,0,"Dark Chocolate, Marmalade, Raisins, Apple, Grass, Cinnamon",no description,no description,Long with highlights of chocolate and stewed fruit finishing with lingering winter spices.,,"Great whisky. The fruit notes and sweetness are well balanced. Really a fan of the Discovery Range by Gordon & MacPhail. || Bought for my father and he loved it. Milton Duff is his favourite malt and hard to get these days. This bottle from the sherry cask he really enjoyed and felt it brought something extra to his favourite whisky. || I opened this last evening to give myself a change from Islay and Campbeltown drams and really enjoyed the sherry character of this Miltonduff. the tasting notes above are pretty spot-on - there's plenty of fruit and spice and it is a rich whisky. the only thing I'd add is that I got a bit of a perfumy dryness on the finish, which was very pleasant. Four stars because I prefer whiskies to be at least 46% and non-chillfiltered. || Nice, sweet and spice with pleasant, mouth-coating textures.",0,https://www.thewhiskyexchange.com/p/43920/miltonduff-10-year-old-sherry-cask-gm-discovery-range,0,0,"Dark Chocolate, Marmalade, Raisins, Apple, Grass, Cinnamon Long with highlights of chocolate and stewed fruit finishing with lingering winter spices.",0,1,0,1,1,0,1,0,0,0,0,0,0,0,full,rich,non,balanced,full_rich_non_balanced,"('fruity', 'herbal', 'sweet', 'spicy')",1.1826119413540712,-0.2778260542264724
Dailuaine 200816 Year Old Foursquare Rum Finish Gleann Mor,single malt,70.0,55.9,3913.0,84.5,1.207142857142857,4.0,4.0,0.0,3.0,scotland,speyside,not specified,unknown,gleann mor,gleann mor,1,False,16.0,2008.0,,1,1,0,0,"Honey, Stewed Fruit, Vanilla, Orange, Ginger, Peanut",no description,no description,no description,,,0,https://www.thewhiskyexchange.com/p/84921/dailuaine-2008-16-year-old-foursquare-rum-finish-gleann-mor,0,0,"Honey, Stewed Fruit, Vanilla, Orange, Ginger, Peanut",0,1,0,0,1,0,1,0,0,0,0,0,0,0,full,rich,non,balanced,full_rich_non_balanced,"('fruity', 'sweet', 'spicy')",1.1826119413540712,-0.2778260542264724
Spey Chairman's Choice Pedro Ximenez Sherry Cask,single malt,70.0,40.0,2800.0,49.5,0.7071428571428572,2.0,3.0,0.0,4.0,scotland,speyside,pedro ximenez sherry,sherry,distillery bottling,distillery bottling,0,Unknown,,,,0,0,0,1,"Raisins, Figs, Dark Chocolate, Apple, Vanilla, Cinnamon",no description,no description,no description,,,0,https://www.thewhiskyexchange.com/p/84836/spey-chairmans-choice-pedro-ximenez-sherry-cask,0,0,"Raisins, Figs, Dark Chocolate, Apple, Vanilla, Cinnamon",0,1,0,0,1,0,1,0,0,0,0,0,0,0,medium,round,non,sweet,medium_round_non_sweet,"('fruity', 'sweet', 'spicy')",-1.295021161561421,-0.908762543460121
Tamdhu Quercus Alba DistinctionRelease 1,single malt,70.0,48.0,3360.0,64.75,0.925,3.0,2.0,0.0,3.0,scotland,speyside,oloroso sherry,sherry,distillery bottling,distillery bottling,0,False,,,,0,0,0,1,"Plums, Dates, Cinnamon, Oak, Cherry, Dark Chocolate",no description,no description,no description,,"What a dram, not Sherry bomb, just tropical fruity Tamdhu that has summer written all over it! || Fabulous to see the lighter side of Sherry casks! Lovely dram!",0,https://www.thewhiskyexchange.com/p/64789/tamdhu-quercus-alba-distinction-release-1,0,0,"Plums, Dates, Cinnamon, Oak, Cherry, Dark Chocolate",0,1,0,0,1,0,1,1,0,0,0,0,0,0,medium,round,non,balanced,medium_round_non_balanced,"('fruity', 'sweet', 'spicy', 'woody')",-0.22655563142177113,-0.2376593194908366
Glen Grant 197321 Year Old Wilson & Morgan,single malt,70.0,46.0,3220.0,550.0,7.857142857142857,,,,,scotland,speyside,not specified,unknown,wilson & morgan,wilson & morgan,1,False,21.0,1973.0,,1,1,0,0,no description,no description,no description,no description,,,1,https://www.thewhiskyexchange.com/p/15470/glen-grant-1973-21-year-old-wilson-morgan,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
Tomintoul 200019 Year Old Port Pipe,single malt,70.0,57.0,3990.0,205.0,2.9285714285714284,,,,,scotland,speyside,port pipe,wine_port,distillery bottling,distillery bottling,0,False,19.0,2000.0,,1,1,0,0,no description,no description,no description,no description,,,1,https://www.thewhiskyexchange.com/p/59186/tomintoul-2000-19-year-old-port-pipe,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
Benriach 20157 Year Old Hidden Spirits,single malt,70.0,48.0,3360.0,77.75,1.1107142857142858,,,,,scotland,speyside,first-fill bourbon barrel,bourbon,hidden spirits,hidden spirits,1,Unknown,7.0,2015.0,,1,1,0,0,no description,no description,no description,no description,,,1,https://www.thewhiskyexchange.com/p/70850/benriach-2015-7-year-old-hidden-spirits,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
Glen Grant 19835 Year Old,single malt,75.0,40.0,3000.0,175.0,2.333333333333333,,,,,scotland,speyside,not specified,unknown,distillery bottling,distillery bottling,0,True,5.0,1983.0,,1,1,0,0,no description,no description,no description,no description,,,1,https://www.thewhiskyexchange.com/p/2229/glen-grant-1983-5-year-old,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
Spey Fumare,single malt,70.0,46.0,3220.0,55.25,0.7892857142857143,2.0,2.0,3.0,2.0,scotland,speyside,not specified,unknown,distillery bottling,distillery bottling,0,False,,,,0,0,0,1,"Apple, Mixed Herb, Salt (powder), Smoke",no description,no description,no description,,Picked up a bottle on a whim and not disappointed! Great balance of sweet and smoke,0,https://www.thewhiskyexchange.com/p/37810/spey-fumare,1,0,"Apple, Mixed Herb, Salt (powder), Smoke",0,1,0,0,0,0,0,0,0,0,0,0,0,0,medium,round,smoky,balanced,medium_round_smoky_balanced,"('fruity',)",-1.3935006332493576,1.7231211035966214
"Glenfarclas 15, 21 & 25 Year Old Tri Pack3x20cl",single malt,60.0,44.0,2640.0,127.0,2.1166666666666667,,,,,scotland,highland,not specified,unknown,distillery bottling,distillery bottling,0,Unknown,,,,0,0,0,1,no description,no description,no description,no description,,,1,https://www.thewhiskyexchange.com/p/71615/glenfarclas-15-21-25-year-old-tri-pack-3x20cl,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
Tomintoul-Glenlivet37 Year Old,single malt,75.0,43.0,3225.0,800.0,10.666666666666666,,,,,scotland,speyside,not specified,unknown,distillery bottling,distillery bottling,0,Unknown,37.0,,,0,1,0,0,no description,no description,no description,no description,,,1,https://www.thewhiskyexchange.com/p/67282/tomintoul-glenlivet-37-year-old,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
Speyburn 18 Year Old,single malt,70.0,46.0,3220.0,88.5,1.2642857142857142,2.0,3.0,0.0,2.0,scotland,speyside,not specified,unknown,distillery bottling,distillery bottling,0,False,18.0,,,0,1,0,0,"Vanilla, Apple, Banana, Raisins",no description,no description,no description,,"I really enjoyed it, this will definitely be on repeat list.",0,https://www.thewhiskyexchange.com/p/47803/speyburn-18-year-old,0,0,"Vanilla, Apple, Banana, Raisins",0,1,0,0,1,0,0,0,0,0,0,0,0,0,medium,round,non,balanced,medium_round_non_balanced,"('fruity', 'sweet')",-1.3656305823379262,0.26665998215773085
Benromach Contrasts: Organic 2015Bot.2024,single malt,70.0,46.0,3220.0,51.75,0.7392857142857143,3.0,4.0,0.0,3.0,scotland,speyside,first-fill,others,distillery bottling,distillery bottling,0,False,,2015.0,,1,0,0,0,"Apple, Butterscotch, Banana, Lavender, Thyme, Malt",no description,no description,no description,,,0,https://www.thewhiskyexchange.com/p/83419/benromach-contrasts-organic-2015-bot2024,0,0,"Apple, Butterscotch, Banana, Lavender, Thyme, Malt",0,1,1,1,1,0,0,0,0,0,0,0,0,0,medium,rich,non,balanced,medium_rich_non_balanced,"('fruity', 'floral', 'herbal', 'sweet')",-0.022957409923144413,-0.3200317834214994
Glenfarclas 25 Year Old Gift Set Whisky Show Package with 2 Sunday Tickets,single malt,70.0,43.0,3010.0,475.0,6.785714285714286,,,,,scotland,speyside,not specified,unknown,distillery bottling,distillery bottling,0,Unknown,25.0,,,0,1,0,0,no description,no description,no description,no description,,,1,https://www.thewhiskyexchange.com/p/82838/glenfarclas-25-year-old-gift-set-whisky-show-package-with-2-sunday-tickets,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
Spey Trutina MelodyArtist Trio,single malt,70.0,46.0,3220.0,62.5,0.8928571428571429,2.0,1.0,0.0,3.0,scotland,speyside,bourbon,bourbon,distillery bottling,distillery bottling,0,True,,,,0,0,0,1,"Honeysuckle, Lychee, Apple, Grape, Vanilla, Lavender",no description,no description,no description,,,0,https://www.thewhiskyexchange.com/p/67700/spey-trutina-melody-artist-trio,0,0,"Honeysuckle, Lychee, Apple, Grape, Vanilla, Lavender",0,1,1,0,1,0,0,0,0,0,0,0,0,0,medium,lean,non,balanced,medium_lean_non_balanced,"('fruity', 'floral', 'sweet')",-1.5339240934483005,-0.2386788167205322
Auchroisk 199625 Year Old Sherry Cask Signatory,single malt,70.0,48.5,3395.0,192.0,2.742857142857143,,,,,scotland,speyside,refill sherry butt,sherry,signatory,signatory,1,False,25.0,1996.0,,1,1,0,0,no description,no description,no description,no description,,,1,https://www.thewhiskyexchange.com/p/65757/auchroisk-1996-25-year-old-sherry-cask-signatory,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
Balvenie 14 Year OldWeek of Peat Story No.2,single malt,70.0,48.3,3381.0,87.5,1.25,4.0,3.0,3.0,3.0,scotland,speyside,not specified,unknown,distillery bottling,distillery bottling,0,Unknown,14.0,,,0,1,0,0,"Honey, Vanilla, Lemon, Smoke, Butterscotch",no description,no description,no description,,"I'm an Ardbeg fan and I must say this one is neck and neck with the Ugie and the Corry. The only down side is, where I am, it's $10 more expensive than the Corry. || Very unique drink. Smoky and quite smooth. || Excellent dram. Flavors of The Balvenie with a soft whisper of smoke. A must try for all. || An excellent whisky, needs a teaspoon of water to get the smoothest whisky I have tasted in a long time",0,https://www.thewhiskyexchange.com/p/49749/balvenie-14-year-old-week-of-peat-story-no2,1,0,"Honey, Vanilla, Lemon, Smoke, Butterscotch",0,1,0,0,1,0,0,0,0,0,0,0,0,0,full,round,smoky,balanced,full_round_smoky_balanced,"('fruity', 'sweet')",1.1547418904426396,1.1786350672124182
Tomintoul 15 Year Old With a Peaty Tang,single malt,70.0,40.0,2800.0,67.5,0.9642857142857144,3.0,3.0,1.0,2.0,scotland,speyside,not specified,unknown,distillery bottling,distillery bottling,0,Unknown,15.0,,,0,1,0,0,"Malt, Hazelnut, Heather, Smoke, Pine",no description,no description,no description,,"This seems to take the already beautiful signature Tomintoul taste and smoothness, adds a peaty smoke hit without losing the existing taste or character. A well rounded easy drinking whisky. One of the best lightly peated whiskies pound for pound",0,https://www.thewhiskyexchange.com/p/45756/tomintoul-15-year-old-with-a-peaty-tang,0,0,"Malt, Hazelnut, Heather, Smoke, Pine",0,0,1,0,0,1,0,1,0,0,0,0,0,0,medium,round,light_smoke,balanced,medium_round_light_smoke_balanced,"('floral', 'nutty', 'woody')",-0.1354182111147497,0.7806240078439443
Glen Moray ClassicGlass Set,single malt,70.0,40.0,2800.0,33.25,0.475,3.0,3.0,0.0,3.0,scotland,speyside,not specified,unknown,distillery bottling,distillery bottling,0,True,,,,0,0,0,1,"Ginger, Nutmeg, Vanilla, Lemongrass",no description,no description,no description,,"Glen moray is the ONLY scotch I will drink ! The taste is so smooth you can drink it straight or mixed . || Excellent value for money, nice taste. || Yes brought this yesterday as an early birthday treat. Was pleasenly suprised as to how nice it is. || Bought for my boyfriend. He absolutely loved it!!",0,https://www.thewhiskyexchange.com/p/37963/glen-moray-classic-glass-set,0,0,"Ginger, Nutmeg, Vanilla, Lemongrass",0,0,0,0,1,0,1,0,0,0,0,0,0,0,medium,round,non,balanced,medium_round_non_balanced,"('sweet', 'spicy')",-0.12475652067245775,-0.278845551456168
Coleburn 197921 Year Old Rare Malts,single malt,70.0,59.4,4158.0,900.0,12.857142857142858,,,,,scotland,speyside,not specified,unknown,distillery bottling,distillery bottling,0,True,21.0,1979.0,,1,1,0,0,no description,no description,no description,no description,,,1,https://www.thewhiskyexchange.com/p/1793/coleburn-1979-21-year-old-rare-malts,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
Macallan 199727 Year Old Cask #4359 Speymalt Gordon & MacPhail,single malt,70.0,57.2,4004.0,496.0,7.085714285714285,4.0,4.0,0.0,3.0,scotland,speyside,not specified,unknown,gordon & macphail,gordon & macphail,1,Unknown,27.0,1997.0,,1,1,0,0,"Wheat, Coffee, Toffee, Pineapple, Pear, Bergamot",no description,no description,no description,,,0,https://www.thewhiskyexchange.com/p/83919/macallan-1997-27-year-old-cask-4359-speymalt-gordon-macphail,0,0,"Wheat, Coffee, Toffee, Pineapple, Pear, Bergamot",0,1,0,0,1,0,0,0,0,0,0,0,0,0,full,rich,non,balanced,full_rich_non_balanced,"('fruity', 'sweet')",1.1826119413540712,-0.2778260542264724
Dufftown 200816 Year Old Cask #6767 Gleann Mor Rare Find,single malt,70.0,51.1,3577.0,93.75,1.3392857142857142,4.0,3.0,0.0,3.0,scotland,speyside,not specified,unknown,gleann mor,gleann mor,1,False,16.0,2008.0,,1,1,0,0,"Cherry, Cinnamon, Black Pepper, Plums, Oats, Coffee",no description,no description,no description,,,0,https://www.thewhiskyexchange.com/p/83039/dufftown-2008-16-year-old-cask-6767-gleann-mor-rare-find,0,0,"Cherry, Cinnamon, Black Pepper, Plums, Oats, Coffee",0,1,0,0,1,0,1,0,0,0,0,0,0,0,full,round,non,balanced,full_round_non_balanced,"('fruity', 'sweet', 'spicy')",1.0808128306047577,-0.236639822261141
Glenfiddich 18 Year Old Perpetual CollectionVat 4,single malt,70.0,47.8,3346.0,155.0,2.2142857142857144,4.0,4.0,0.0,3.0,scotland,speyside,not specified,unknown,distillery bottling,distillery bottling,0,Unknown,18.0,,,0,1,0,0,"Apple, Oak, Crème Brûlée, Ginger, Raisins, Cinnamon",no description,no description,no description,,,0,https://www.thewhiskyexchange.com/p/82634/glenfiddich-18-year-old-perpetual-collection-vat-4,0,0,"Apple, Oak, Crème Brûlée, Ginger, Raisins, Cinnamon",0,1,0,0,0,0,1,1,0,0,0,0,0,0,full,rich,non,balanced,full_rich_non_balanced,"('fruity', 'spicy', 'woody')",1.1826119413540712,-0.2778260542264724
Craigellachie 200716 Year Old Marsala Finish Cask #38 Mossburn,single malt,70.0,52.4,3668.0,97.75,1.3964285714285714,,,,,scotland,speyside,marsala wine finish,wine_port,mossburn,mossburn,1,False,16.0,2007.0,,1,1,0,0,"Sultana, Apricot, Tobacco, Malt",no description,no description,no description,,,0,https://www.thewhiskyexchange.com/p/81600/craigellachie-2007-16-year-old-marsala-finish-cask-38-mossburn,0,1,"Sultana, Apricot, Tobacco, Malt",0,1,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,
Balvenie 200518 Year Old Pineau Finish A Collection of Curious Casks,single malt,70.0,47.9,3353.0,295.0,4.214285714285714,3.0,4.0,0.0,4.0,scotland,speyside,pineau des charentes finish,others,distillery bottling,distillery bottling,0,Unknown,18.0,2005.0,,1,1,0,0,"Grape, Butterscotch, Vanilla, Dried Fruit, Nutmeg, Honeysuckle",no description,no description,no description,,,0,https://www.thewhiskyexchange.com/p/81530/balvenie-2005-18-year-old-pineau-finish-a-collection-of-curious-casks,0,0,"Grape, Butterscotch, Vanilla, Dried Fruit, Nutmeg, Honeysuckle",0,1,1,0,1,0,1,0,0,0,0,0,0,0,medium,rich,non,sweet,medium_rich_non_sweet,"('fruity', 'floral', 'sweet', 'spicy')",0.012347300465108143,-0.9077430462304253
Glenallachie 18 Year Old2024 Release,single malt,70.0,46.0,3220.0,123.0,1.7571428571428571,,,,,scotland,speyside,not specified,unknown,distillery bottling,distillery bottling,0,False,18.0,,,0,1,0,0,"Marzipan, Cherry, Sultana, Stewed Fruit",no description,no description,no description,,,0,https://www.thewhiskyexchange.com/p/80410/glenallachie-18-year-old-2024-release,0,1,"Marzipan, Cherry, Sultana, Stewed Fruit",0,1,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,
Meikle Toir 5 Year Old The Sherry,single malt,70.0,48.0,3360.0,43.75,0.625,4.0,4.0,4.0,4.0,scotland,unknown_scotland,not specified,unknown,distillery bottling,distillery bottling,0,False,5.0,,,0,1,0,0,"Raisins, Prunes, Dark Chocolate, Stewed Fruit",no description,no description,no description,,The whiskey is very tasty and worth paying attention to.,0,https://www.thewhiskyexchange.com/p/73017/meikle-toir-5-year-old-the-sherry,1,0,"Raisins, Prunes, Dark Chocolate, Stewed Fruit",0,0,0,0,1,0,0,0,0,0,0,0,0,0,full,rich,smoky,sweet,full_rich_smoky_sweet,"('sweet',)",1.3164887315261664,1.021495868929347
Benriach The Sixteen16 Year Old,single malt,70.0,43.0,3010.0,49.75,0.7107142857142857,3.0,2.0,1.0,3.0,scotland,speyside,barrel,bourbon,distillery bottling,distillery bottling,0,Unknown,16.0,,,0,1,0,0,"Honey, Apple, Apricot, Cinnamon, Oak, Hazelnut",no description,no description,no description,,"Amazing whisky with a brilliant value for money || Just as good as advertised - a complex layering of the bourbon, sherry and new oak casks. Caramel / creme brulee on the palate, long warm finish. || Very fruity style - loved the last 16 from Benriach and this one just as enjoyable || A drop of water brings out a vaguely unpleasant sulphur note. I've had several Benriachs of various descriptions which was why I bought this one. It bears no resemblance to the published tasting notes and it's not worth seventy odd quid.",0,https://www.thewhiskyexchange.com/p/69951/benriach-the-sixteen-16-year-old,0,0,"Honey, Apple, Apricot, Cinnamon, Oak, Hazelnut",0,1,0,0,1,1,1,1,0,0,0,0,0,0,medium,round,light_smoke,balanced,medium_round_light_smoke_balanced,"('fruity', 'sweet', 'nutty', 'spicy', 'woody')",-0.20191261147581052,0.2340989770003498
